nom_dept,code_insee_com,nom_com,polluant,annee,mois,conc_moyenne,conc_min,conc_max,nb_mesures
ARIEGE,9261,SAINT-GIRONS,NO,2022,8,1.64,1.3,2.3,9
ARIEGE,9261,SAINT-GIRONS,NO,2022,9,1.61,0.6,3.0,30
ARIEGE,9261,SAINT-GIRONS,NO,2022,10,2.42,0.6,10.8,31
ARIEGE,9261,SAINT-GIRONS,NO,2022,11,3.57,0.6,11.7,30
ARIEGE,9261,SAINT-GIRONS,NO,2022,12,7.28,1.8,18.5,31
ARIEGE,9261,SAINT-GIRONS,NO,2023,1,4.33,1.9,8.2,31
ARIEGE,9261,SAINT-GIRONS,NO,2023,2,3.9,1.4,9.0,28
ARIEGE,9261,SAINT-GIRONS,NO,2023,3,2.39,1.2,4.8,29
ARIEGE,9261,SAINT-GIRONS,NO,2023,4,2.05,1.3,2.8,11
ARIEGE,9261,SAINT-GIRONS,NO2,2022,8,3.09,1.4,5.5,9
ARIEGE,9261,SAINT-GIRONS,NO2,2022,9,5.51,0.0,8.2,48
ARIEGE,9261,SAINT-GIRONS,NO2,2022,10,7.88,3.0,17.2,89
ARIEGE,9261,SAINT-GIRONS,NO2,2022,11,10.25,4.6,18.4,90
ARIEGE,9261,SAINT-GIRONS,NO2,2022,12,9.02,4.5,13.7,89
ARIEGE,9261,SAINT-GIRONS,NO2,2023,1,8.59,5.1,13.3,89
ARIEGE,9261,SAINT-GIRONS,NO2,2023,2,9.41,3.3,13.6,80
ARIEGE,9261,SAINT-GIRONS,NO2,2023,3,6.47,2.2,13.2,85
ARIEGE,9261,SAINT-GIRONS,NO2,2023,4,5.22,2.6,7.5,33
ARIEGE,9261,SAINT-GIRONS,NOX,2022,8,5.62,3.5,9.0,9
ARIEGE,9261,SAINT-GIRONS,NOX,2022,9,8.04,1.8,12.8,46
ARIEGE,9261,SAINT-GIRONS,NOX,2022,10,11.61,3.8,33.8,91
ARIEGE,9261,SAINT-GIRONS,NOX,2022,11,15.63,6.1,35.9,88
ARIEGE,9261,SAINT-GIRONS,NOX,2022,12,20.33,8.2,39.5,89
ARIEGE,9261,SAINT-GIRONS,NOX,2023,1,15.37,8.1,26.0,89
ARIEGE,9261,SAINT-GIRONS,NOX,2023,2,15.3,5.5,27.4,80
ARIEGE,9261,SAINT-GIRONS,NOX,2023,3,10.09,4.4,19.0,85
ARIEGE,9261,SAINT-GIRONS,NOX,2023,4,8.39,4.6,11.1,31
ARIEGE,9261,SAINT-GIRONS,O3,2022,8,62.98,47.6,79.7,9
ARIEGE,9261,SAINT-GIRONS,O3,2022,9,56.89,41.4,70.1,57
ARIEGE,9261,SAINT-GIRONS,O3,2022,10,38.15,19.0,59.5,115
ARIEGE,9261,SAINT-GIRONS,O3,2022,11,39.26,20.1,59.0,117
ARIEGE,9261,SAINT-GIRONS,O3,2022,12,22.48,7.4,41.8,121
ARIEGE,9261,SAINT-GIRONS,O3,2023,1,41.39,18.7,74.6,118
ARIEGE,9261,SAINT-GIRONS,O3,2023,2,45.34,30.8,62.1,48
ARIEGE,9261,SAINT-GIRONS,O3,2023,3,56.55,39.9,82.2,118
ARIEGE,9261,SAINT-GIRONS,O3,2023,4,60.25,31.9,89.3,117
ARIEGE,9261,SAINT-GIRONS,O3,2023,5,61.79,42.1,82.3,118
ARIEGE,9261,SAINT-GIRONS,O3,2023,6,61.04,41.0,82.5,117
ARIEGE,9261,SAINT-GIRONS,O3,2023,7,52.33,35.5,69.1,121
ARIEGE,9261,SAINT-GIRONS,O3,2023,8,54.68,35.4,73.0,83
ARIEGE,9261,SAINT-GIRONS,O3,2023,9,54.51,38.2,67.1,40
ARIEGE,9261,SAINT-GIRONS,O3,2023,10,45.51,29.7,71.5,42
ARIEGE,9261,SAINT-GIRONS,O3,2023,11,37.95,18.8,63.3,30
ARIEGE,9261,SAINT-GIRONS,O3,2023,12,35.66,16.5,72.9,31
ARIEGE,9261,SAINT-GIRONS,O3,2024,1,32.56,15.7,55.9,31
ARIEGE,9261,SAINT-GIRONS,O3,2024,2,41.4,21.0,71.5,28
ARIEGE,9261,SAINT-GIRONS,O3,2024,3,57.92,38.0,79.1,31
ARIEGE,9261,SAINT-GIRONS,O3,2024,4,68.07,49.7,92.4,30
ARIEGE,9261,SAINT-GIRONS,O3,2024,5,61.81,47.3,85.9,31
ARIEGE,9261,SAINT-GIRONS,O3,2024,6,57.13,45.7,69.8,28
ARIEGE,9261,SAINT-GIRONS,O3,2024,7,52.45,34.7,71.5,36
ARIEGE,9261,SAINT-GIRONS,O3,2024,8,47.51,36.7,62.3,31
ARIEGE,9261,SAINT-GIRONS,O3,2024,9,45.61,31.5,65.7,30
ARIEGE,9261,SAINT-GIRONS,O3,2024,10,35.52,12.0,57.8,29
ARIEGE,9261,SAINT-GIRONS,O3,2024,11,30.51,9.1,60.4,33
ARIEGE,9261,SAINT-GIRONS,O3,2024,12,36.82,12.3,72.1,31
ARIEGE,9261,SAINT-GIRONS,O3,2025,1,33.77,11.2,59.3,27
ARIEGE,9261,SAINT-GIRONS,O3,2025,2,40.02,18.8,66.0,28
ARIEGE,9261,SAINT-GIRONS,O3,2025,3,56.81,34.0,79.3,31
ARIEGE,9261,SAINT-GIRONS,O3,2025,4,58.45,44.1,75.2,30
ARIEGE,9261,SAINT-GIRONS,O3,2025,5,62.73,45.9,83.2,31
ARIEGE,9261,SAINT-GIRONS,O3,2025,6,60.43,36.0,106.5,28
ARIEGE,9261,SAINT-GIRONS,O3,2025,7,61.25,41.2,95.6,31
ARIEGE,9261,SAINT-GIRONS,O3,2025,8,68.59,36.9,108.8,31
ARIEGE,9261,SAINT-GIRONS,O3,2025,9,44.54,24.3,58.3,30
ARIEGE,9261,SAINT-GIRONS,O3,2025,10,41.78,22.6,63.1,31
ARIEGE,9261,SAINT-GIRONS,O3,2025,11,44.1,19.9,63.5,30
ARIEGE,9261,SAINT-GIRONS,O3,2025,12,27.95,7.7,53.6,31
ARIEGE,9261,SAINT-GIRONS,O3,2026,1,28.43,25.6,30.4,3
ARIEGE,9261,SAINT-GIRONS,PM10,2022,8,11.51,6.3,16.6,9
ARIEGE,9261,SAINT-GIRONS,PM10,2022,9,10.44,5.6,16.9,21
ARIEGE,9261,SAINT-GIRONS,PM10,2022,10,14.35,9.6,19.1,2
ARIEGE,9261,SAINT-GIRONS,PM10,2022,11,12.6,12.6,12.6,1
ARIEGE,9261,SAINT-GIRONS,PM10,2022,12,13.7,13.7,13.7,1
ARIEGE,9261,SAINT-GIRONS,PM10,2023,1,11.75,7.9,15.6,2
ARIEGE,9261,SAINT-GIRONS,PM10,2023,2,22.95,20.5,25.4,2
ARIEGE,9261,SAINT-GIRONS,PM10,2023,3,8.9,8.9,8.9,1
ARIEGE,9261,SAINT-GIRONS,PM10,2023,4,10.9,10.9,10.9,1
ARIEGE,9261,SAINT-GIRONS,PM10,2023,5,10.35,8.0,12.7,2
ARIEGE,9261,SAINT-GIRONS,PM10,2023,6,6.3,6.3,6.3,1
ARIEGE,9261,SAINT-GIRONS,PM10,2023,7,10.15,8.6,11.7,2
ARIEGE,9261,SAINT-GIRONS,PM10,2023,8,7.2,2.4,17.7,4
ARIEGE,9261,SAINT-GIRONS,PM10,2023,9,10.99,4.1,44.0,31
ARIEGE,9261,SAINT-GIRONS,PM10,2023,10,11.41,4.8,24.6,33
ARIEGE,9261,SAINT-GIRONS,PM10,2023,11,8.25,3.9,14.3,30
ARIEGE,9261,SAINT-GIRONS,PM10,2023,12,11.64,2.4,25.6,31
ARIEGE,9261,SAINT-GIRONS,PM10,2024,1,14.13,3.5,27.6,31
ARIEGE,9261,SAINT-GIRONS,PM10,2024,2,10.01,1.8,24.4,33
ARIEGE,9261,SAINT-GIRONS,PM10,2024,3,10.03,3.0,38.3,31
ARIEGE,9261,SAINT-GIRONS,PM10,2024,4,12.63,4.8,72.1,30
ARIEGE,9261,SAINT-GIRONS,PM10,2024,5,6.97,3.2,13.2,31
ARIEGE,9261,SAINT-GIRONS,PM10,2024,6,10.4,4.1,23.6,30
ARIEGE,9261,SAINT-GIRONS,PM10,2024,7,14.93,5.1,57.3,30
ARIEGE,9261,SAINT-GIRONS,PM10,2024,8,12.53,3.1,20.9,31
ARIEGE,9261,SAINT-GIRONS,PM10,2024,9,8.13,3.8,14.3,30
ARIEGE,9261,SAINT-GIRONS,PM10,2024,10,9.65,2.6,31.5,31
ARIEGE,9261,SAINT-GIRONS,PM10,2024,11,14.39,3.9,29.6,31
ARIEGE,9261,SAINT-GIRONS,PM10,2024,12,11.22,3.3,22.4,31
ARIEGE,9261,SAINT-GIRONS,PM10,2025,1,14.35,5.2,27.9,31
ARIEGE,9261,SAINT-GIRONS,PM10,2025,2,15.33,7.2,29.0,28
ARIEGE,9261,SAINT-GIRONS,PM10,2025,3,10.77,3.9,20.9,31
ARIEGE,9261,SAINT-GIRONS,PM10,2025,4,9.53,2.3,18.6,30
ARIEGE,9261,SAINT-GIRONS,PM10,2025,5,10.11,5.4,34.1,30
ARIEGE,9261,SAINT-GIRONS,PM10,2025,6,16.38,4.8,29.8,28
ARIEGE,9261,SAINT-GIRONS,PM10,2025,7,10.81,4.9,24.9,31
ARIEGE,9261,SAINT-GIRONS,PM10,2025,8,17.87,6.6,41.2,31
ARIEGE,9261,SAINT-GIRONS,PM10,2025,9,8.94,4.2,14.6,30
ARIEGE,9261,SAINT-GIRONS,PM10,2025,10,9.0,3.9,14.6,31
ARIEGE,9261,SAINT-GIRONS,PM10,2025,11,16.76,3.3,209.8,30
ARIEGE,9261,SAINT-GIRONS,PM10,2025,12,13.78,5.5,26.5,31
ARIEGE,9261,SAINT-GIRONS,PM10,2026,1,16.77,14.3,18.6,3
ARIEGE,9261,SAINT-GIRONS,PM2.5,2022,8,5.51,2.0,8.1,9
ARIEGE,9261,SAINT-GIRONS,PM2.5,2022,9,4.22,1.2,7.9,39
ARIEGE,9261,SAINT-GIRONS,PM2.5,2022,10,8.02,1.9,16.3,61
ARIEGE,9261,SAINT-GIRONS,PM2.5,2022,11,7.03,3.1,15.5,59
ARIEGE,9261,SAINT-GIRONS,PM2.5,2022,12,13.28,3.7,21.2,61
ARIEGE,9261,SAINT-GIRONS,PM2.5,2023,1,10.07,2.2,20.6,59
ARIEGE,9261,SAINT-GIRONS,PM2.5,2023,2,16.37,5.3,31.7,55
ARIEGE,9261,SAINT-GIRONS,PM2.5,2023,3,10.32,3.1,33.0,60
ARIEGE,9261,SAINT-GIRONS,PM2.5,2023,4,5.62,1.9,10.8,59
ARIEGE,9261,SAINT-GIRONS,PM2.5,2023,5,6.59,1.8,14.8,61
ARIEGE,9261,SAINT-GIRONS,PM2.5,2023,6,6.29,2.4,13.1,57
ARIEGE,9261,SAINT-GIRONS,PM2.5,2023,7,6.46,2.4,14.4,58
ARIEGE,9261,SAINT-GIRONS,PM2.5,2023,8,6.3,2.7,10.8,42
ARIEGE,9261,SAINT-GIRONS,PM2.5,2023,9,4.47,1.8,9.7,27
ARIEGE,9261,SAINT-GIRONS,PM2.5,2023,10,4.83,1.7,12.3,32
ARIEGE,9261,SAINT-GIRONS,PM2.5,2023,11,5.2,2.2,10.5,30
ARIEGE,9261,SAINT-GIRONS,PM2.5,2023,12,8.8,1.3,21.8,31
ARIEGE,9261,SAINT-GIRONS,PM2.5,2024,1,10.04,2.6,16.0,31
ARIEGE,9261,SAINT-GIRONS,PM2.5,2024,2,8.59,1.2,17.5,37
ARIEGE,9261,SAINT-GIRONS,PM2.5,2024,3,5.2,1.5,15.5,34
ARIEGE,9261,SAINT-GIRONS,PM2.5,2024,4,5.15,2.0,23.0,30
ARIEGE,9261,SAINT-GIRONS,PM2.5,2024,5,3.62,1.4,9.4,31
ARIEGE,9261,SAINT-GIRONS,PM2.5,2024,6,5.49,1.8,14.0,29
ARIEGE,9261,SAINT-GIRONS,PM2.5,2024,7,7.21,2.6,18.1,35
ARIEGE,9261,SAINT-GIRONS,PM2.5,2024,8,7.33,1.5,14.5,31
ARIEGE,9261,SAINT-GIRONS,PM2.5,2024,9,4.05,1.9,9.0,30
ARIEGE,9261,SAINT-GIRONS,PM2.5,2024,10,4.66,1.3,12.8,32
ARIEGE,9261,SAINT-GIRONS,PM2.5,2024,11,8.3,2.5,14.7,30
ARIEGE,9261,SAINT-GIRONS,PM2.5,2024,12,7.95,2.6,15.5,31
ARIEGE,9261,SAINT-GIRONS,PM2.5,2025,1,10.19,3.2,16.7,31
ARIEGE,9261,SAINT-GIRONS,PM2.5,2025,2,8.63,3.8,17.7,28
ARIEGE,9261,SAINT-GIRONS,PM2.5,2025,3,6.74,1.9,14.7,31
ARIEGE,9261,SAINT-GIRONS,PM2.5,2025,4,4.76,1.3,9.3,30
ARIEGE,9261,SAINT-GIRONS,PM2.5,2025,5,5.19,2.5,12.0,30
ARIEGE,9261,SAINT-GIRONS,PM2.5,2025,6,8.43,2.4,16.7,28
ARIEGE,9261,SAINT-GIRONS,PM2.5,2025,7,5.55,2.2,9.5,31
ARIEGE,9261,SAINT-GIRONS,PM2.5,2025,8,9.58,2.7,18.8,31
ARIEGE,9261,SAINT-GIRONS,PM2.5,2025,9,3.92,1.4,7.5,30
ARIEGE,9261,SAINT-GIRONS,PM2.5,2025,10,4.55,2.2,7.7,31
ARIEGE,9261,SAINT-GIRONS,PM2.5,2025,11,7.41,1.9,59.2,30
ARIEGE,9261,SAINT-GIRONS,PM2.5,2025,12,9.96,5.0,18.7,31
ARIEGE,9261,SAINT-GIRONS,PM2.5,2026,1,14.8,12.8,16.5,3
AVEYRON,12202,RODEZ,NO,2022,8,3.38,1.5,6.1,9
AVEYRON,12202,RODEZ,NO,2022,9,4.29,1.1,14.2,30
AVEYRON,12202,RODEZ,NO,2022,10,5.94,1.1,21.8,31
AVEYRON,12202,RODEZ,NO,2022,11,5.63,1.6,29.4,30
AVEYRON,12202,RODEZ,NO,2022,12,12.24,1.2,64.2,29
AVEYRON,12202,RODEZ,NO,2023,1,5.01,1.1,20.7,31
AVEYRON,12202,RODEZ,NO,2023,2,12.91,1.1,42.8,27
AVEYRON,12202,RODEZ,NO,2023,3,5.42,1.2,22.6,29
AVEYRON,12202,RODEZ,NO,2023,4,4.4,1.2,15.2,30
AVEYRON,12202,RODEZ,NO,2023,5,2.88,1.1,7.4,31
AVEYRON,12202,RODEZ,NO,2023,6,2.52,0.8,5.3,30
AVEYRON,12202,RODEZ,NO,2023,7,1.8,0.4,8.3,28
AVEYRON,12202,RODEZ,NO,2023,8,1.61,0.3,5.3,31
AVEYRON,12202,RODEZ,NO,2023,9,3.17,0.6,11.5,15
AVEYRON,12202,RODEZ,NO,2023,10,5.01,0.5,16.5,33
AVEYRON,12202,RODEZ,NO,2023,11,7.09,0.5,26.1,30
AVEYRON,12202,RODEZ,NO,2023,12,10.02,1.1,42.7,31
AVEYRON,12202,RODEZ,NO,2024,1,8.29,1.1,23.5,31
AVEYRON,12202,RODEZ,NO,2024,2,6.18,1.0,22.7,34
AVEYRON,12202,RODEZ,NO,2024,3,3.38,0.1,14.3,33
AVEYRON,12202,RODEZ,NO,2024,4,2.27,-0.2,12.0,30
AVEYRON,12202,RODEZ,NO,2024,5,2.66,-0.2,12.9,31
AVEYRON,12202,RODEZ,NO,2024,6,2.34,0.2,6.4,30
AVEYRON,12202,RODEZ,NO,2024,7,2.2,0.7,5.0,30
AVEYRON,12202,RODEZ,NO,2024,8,2.07,0.7,7.3,31
AVEYRON,12202,RODEZ,NO,2024,9,2.42,0.6,9.6,30
AVEYRON,12202,RODEZ,NO,2024,10,2.95,0.6,16.8,31
AVEYRON,12202,RODEZ,NO,2024,11,10.5,0.5,48.8,30
AVEYRON,12202,RODEZ,NO,2024,12,12.77,0.7,43.6,31
AVEYRON,12202,RODEZ,NO,2025,1,7.18,0.8,39.8,31
AVEYRON,12202,RODEZ,NO,2025,2,7.8,1.0,30.0,28
AVEYRON,12202,RODEZ,NO,2025,3,2.65,0.7,13.0,31
AVEYRON,12202,RODEZ,NO,2025,4,2.62,0.7,9.0,30
AVEYRON,12202,RODEZ,NO,2025,5,2.05,0.6,6.1,31
AVEYRON,12202,RODEZ,NO,2025,6,2.08,0.7,4.7,30
AVEYRON,12202,RODEZ,NO,2025,7,1.57,0.8,4.4,31
AVEYRON,12202,RODEZ,NO,2025,8,1.95,0.9,5.2,31
AVEYRON,12202,RODEZ,NO,2025,9,3.51,0.9,14.2,30
AVEYRON,12202,RODEZ,NO,2025,10,7.44,0.7,18.9,31
AVEYRON,12202,RODEZ,NO,2025,11,5.57,0.8,24.1,30
AVEYRON,12202,RODEZ,NO,2025,12,7.6,0.7,24.8,31
AVEYRON,12202,RODEZ,NO,2026,1,19.13,14.5,24.0,3
AVEYRON,12202,RODEZ,NO2,2022,8,11.17,5.8,15.3,9
AVEYRON,12202,RODEZ,NO2,2022,9,9.99,3.0,22.9,30
AVEYRON,12202,RODEZ,NO2,2022,10,9.95,1.5,24.0,31
AVEYRON,12202,RODEZ,NO2,2022,11,10.26,3.6,25.0,30
AVEYRON,12202,RODEZ,NO2,2022,12,15.39,2.2,40.0,29
AVEYRON,12202,RODEZ,NO2,2023,1,10.34,2.1,23.6,31
AVEYRON,12202,RODEZ,NO2,2023,2,18.36,2.9,35.3,27
AVEYRON,12202,RODEZ,NO2,2023,3,11.15,2.7,26.3,29
AVEYRON,12202,RODEZ,NO2,2023,4,9.15,2.4,19.1,30
AVEYRON,12202,RODEZ,NO2,2023,5,7.13,2.4,13.7,31
AVEYRON,12202,RODEZ,NO2,2023,6,7.16,2.8,13.6,30
AVEYRON,12202,RODEZ,NO2,2023,7,5.48,1.5,10.3,28
AVEYRON,12202,RODEZ,NO2,2023,8,7.17,2.4,14.4,31
AVEYRON,12202,RODEZ,NO2,2023,9,10.37,4.2,26.2,15
AVEYRON,12202,RODEZ,NO2,2023,10,11.7,3.3,32.0,31
AVEYRON,12202,RODEZ,NO2,2023,11,11.82,3.4,25.2,30
AVEYRON,12202,RODEZ,NO2,2023,12,14.19,4.6,36.7,31
AVEYRON,12202,RODEZ,NO2,2024,1,15.15,3.4,26.1,31
AVEYRON,12202,RODEZ,NO2,2024,2,11.43,4.0,23.5,33
AVEYRON,12202,RODEZ,NO2,2024,3,9.23,2.7,20.5,31
AVEYRON,12202,RODEZ,NO2,2024,4,7.85,2.7,20.3,30
AVEYRON,12202,RODEZ,NO2,2024,5,7.17,3.9,14.2,31
AVEYRON,12202,RODEZ,NO2,2024,6,6.57,2.5,14.5,30
AVEYRON,12202,RODEZ,NO2,2024,7,6.8,2.5,12.4,31
AVEYRON,12202,RODEZ,NO2,2024,8,6.83,2.8,13.8,31
AVEYRON,12202,RODEZ,NO2,2024,9,7.2,3.2,13.7,30
AVEYRON,12202,RODEZ,NO2,2024,10,7.94,2.6,17.6,30
AVEYRON,12202,RODEZ,NO2,2024,11,13.1,1.9,30.8,33
AVEYRON,12202,RODEZ,NO2,2024,12,16.33,2.0,33.2,31
AVEYRON,12202,RODEZ,NO2,2025,1,12.53,3.3,32.5,31
AVEYRON,12202,RODEZ,NO2,2025,2,14.45,4.2,30.0,28
AVEYRON,12202,RODEZ,NO2,2025,3,8.8,2.5,22.3,31
AVEYRON,12202,RODEZ,NO2,2025,4,7.1,2.6,15.2,30
AVEYRON,12202,RODEZ,NO2,2025,5,6.38,2.0,10.9,31
AVEYRON,12202,RODEZ,NO2,2025,6,7.54,3.0,13.8,30
AVEYRON,12202,RODEZ,NO2,2025,7,6.21,2.7,15.0,31
AVEYRON,12202,RODEZ,NO2,2025,8,8.94,3.0,15.3,31
AVEYRON,12202,RODEZ,NO2,2025,9,7.45,2.5,18.2,30
AVEYRON,12202,RODEZ,NO2,2025,10,10.94,3.0,22.1,31
AVEYRON,12202,RODEZ,NO2,2025,11,9.87,2.6,22.1,30
AVEYRON,12202,RODEZ,NO2,2025,12,14.67,2.6,28.1,31
AVEYRON,12202,RODEZ,NO2,2026,1,24.87,19.2,28.7,3
AVEYRON,12202,RODEZ,NOX,2022,8,16.28,8.1,23.0,9
AVEYRON,12202,RODEZ,NOX,2022,9,16.03,5.0,39.8,38
AVEYRON,12202,RODEZ,NOX,2022,10,19.25,3.2,56.3,60
AVEYRON,12202,RODEZ,NOX,2022,11,18.65,6.0,70.0,59
AVEYRON,12202,RODEZ,NOX,2022,12,34.36,3.9,138.5,57
AVEYRON,12202,RODEZ,NOX,2023,1,18.1,3.9,50.8,61
AVEYRON,12202,RODEZ,NOX,2023,2,39.69,4.6,100.4,51
AVEYRON,12202,RODEZ,NOX,2023,3,19.66,4.6,60.9,57
AVEYRON,12202,RODEZ,NOX,2023,4,15.99,4.3,41.3,59
AVEYRON,12202,RODEZ,NOX,2023,5,11.39,4.1,23.1,60
AVEYRON,12202,RODEZ,NOX,2023,6,11.05,3.9,21.0,59
AVEYRON,12202,RODEZ,NOX,2023,7,8.21,2.8,19.6,56
AVEYRON,12202,RODEZ,NOX,2023,8,9.36,2.8,20.9,44
AVEYRON,12202,RODEZ,NOX,2023,9,15.99,5.0,36.3,19
AVEYRON,12202,RODEZ,NOX,2023,10,18.19,4.8,57.1,36
AVEYRON,12202,RODEZ,NOX,2023,11,22.67,4.2,62.6,30
AVEYRON,12202,RODEZ,NOX,2023,12,29.51,6.6,102.0,31
AVEYRON,12202,RODEZ,NOX,2024,1,27.83,5.2,57.4,31
AVEYRON,12202,RODEZ,NOX,2024,2,19.55,5.6,54.9,33
AVEYRON,12202,RODEZ,NOX,2024,3,14.55,2.9,42.3,31
AVEYRON,12202,RODEZ,NOX,2024,4,11.29,2.4,38.7,30
AVEYRON,12202,RODEZ,NOX,2024,5,11.25,5.0,34.6,31
AVEYRON,12202,RODEZ,NOX,2024,6,10.27,3.9,21.8,29
AVEYRON,12202,RODEZ,NOX,2024,7,10.14,3.6,19.1,30
AVEYRON,12202,RODEZ,NOX,2024,8,10.01,3.8,21.7,31
AVEYRON,12202,RODEZ,NOX,2024,9,10.87,4.2,24.6,30
AVEYRON,12202,RODEZ,NOX,2024,10,12.0,3.8,43.2,32
AVEYRON,12202,RODEZ,NOX,2024,11,29.16,2.6,103.1,30
AVEYRON,12202,RODEZ,NOX,2024,12,35.85,3.0,96.8,31
AVEYRON,12202,RODEZ,NOX,2025,1,23.47,4.6,93.4,31
AVEYRON,12202,RODEZ,NOX,2025,2,26.26,5.7,75.9,28
AVEYRON,12202,RODEZ,NOX,2025,3,12.71,3.5,38.8,31
AVEYRON,12202,RODEZ,NOX,2025,4,10.92,3.6,27.1,30
AVEYRON,12202,RODEZ,NOX,2025,5,9.47,2.8,17.8,31
AVEYRON,12202,RODEZ,NOX,2025,6,10.68,4.4,20.5,30
AVEYRON,12202,RODEZ,NOX,2025,7,8.59,4.2,19.9,31
AVEYRON,12202,RODEZ,NOX,2025,8,11.88,4.3,19.6,31
AVEYRON,12202,RODEZ,NOX,2025,9,12.8,4.0,35.1,30
AVEYRON,12202,RODEZ,NOX,2025,10,22.31,4.2,47.0,31
AVEYRON,12202,RODEZ,NOX,2025,11,18.39,3.9,59.0,30
AVEYRON,12202,RODEZ,NOX,2025,12,26.29,3.6,63.8,31
AVEYRON,12202,RODEZ,NOX,2026,1,54.2,41.4,65.5,3
AVEYRON,12202,RODEZ,O3,2022,8,76.22,49.7,88.6,9
AVEYRON,12202,RODEZ,O3,2022,9,61.71,47.3,82.1,48
AVEYRON,12202,RODEZ,O3,2022,10,53.27,24.3,95.0,91
AVEYRON,12202,RODEZ,O3,2022,11,53.02,23.2,76.3,88
AVEYRON,12202,RODEZ,O3,2022,12,37.79,13.6,79.4,85
AVEYRON,12202,RODEZ,O3,2023,1,50.84,21.3,73.6,87
AVEYRON,12202,RODEZ,O3,2023,2,48.95,22.7,89.5,82
AVEYRON,12202,RODEZ,O3,2023,3,63.84,36.5,95.8,89
AVEYRON,12202,RODEZ,O3,2023,4,69.21,47.9,99.0,88
AVEYRON,12202,RODEZ,O3,2023,5,67.36,47.0,100.0,91
AVEYRON,12202,RODEZ,O3,2023,6,80.0,52.7,113.9,84
AVEYRON,12202,RODEZ,O3,2023,7,65.24,44.7,98.0,91
AVEYRON,12202,RODEZ,O3,2023,8,73.04,55.1,93.1,63
AVEYRON,12202,RODEZ,O3,2023,9,75.44,42.0,119.6,36
AVEYRON,12202,RODEZ,O3,2023,10,62.52,38.1,97.0,36
AVEYRON,12202,RODEZ,O3,2023,11,55.1,25.2,76.8,30
AVEYRON,12202,RODEZ,O3,2023,12,50.86,19.5,76.0,31
AVEYRON,12202,RODEZ,O3,2024,1,46.37,15.7,74.4,30
AVEYRON,12202,RODEZ,O3,2024,2,57.99,18.8,80.5,30
AVEYRON,12202,RODEZ,O3,2024,3,71.56,39.8,93.2,32
AVEYRON,12202,RODEZ,O3,2024,4,79.98,43.7,110.6,30
AVEYRON,12202,RODEZ,O3,2024,5,68.25,47.7,100.2,31
AVEYRON,12202,RODEZ,O3,2024,6,68.22,46.3,92.7,29
AVEYRON,12202,RODEZ,O3,2024,7,61.89,43.8,88.1,28
AVEYRON,12202,RODEZ,O3,2024,8,68.66,47.1,107.1,31
AVEYRON,12202,RODEZ,O3,2024,9,65.5,37.7,102.8,30
AVEYRON,12202,RODEZ,O3,2024,10,54.64,28.5,79.0,31
AVEYRON,12202,RODEZ,O3,2024,11,45.35,13.4,79.4,30
AVEYRON,12202,RODEZ,O3,2024,12,39.13,12.1,78.6,31
AVEYRON,12202,RODEZ,O3,2025,1,54.82,21.2,80.0,31
AVEYRON,12202,RODEZ,O3,2025,2,55.83,28.6,87.0,28
AVEYRON,12202,RODEZ,O3,2025,3,74.14,41.8,102.0,31
AVEYRON,12202,RODEZ,O3,2025,4,77.08,54.0,103.8,30
AVEYRON,12202,RODEZ,O3,2025,5,73.12,51.2,116.1,31
AVEYRON,12202,RODEZ,O3,2025,6,72.42,46.8,114.3,30
AVEYRON,12202,RODEZ,O3,2025,7,71.17,39.1,109.3,31
AVEYRON,12202,RODEZ,O3,2025,8,75.73,42.4,101.7,31
AVEYRON,12202,RODEZ,O3,2025,9,53.21,28.8,95.0,30
AVEYRON,12202,RODEZ,O3,2025,10,50.19,24.2,86.3,31
AVEYRON,12202,RODEZ,O3,2025,11,54.51,19.4,93.0,30
AVEYRON,12202,RODEZ,O3,2025,12,46.95,18.9,76.0,29
AVEYRON,12202,RODEZ,O3,2026,1,26.7,22.0,33.4,3
AVEYRON,12202,RODEZ,PM10,2022,8,10.99,5.1,16.7,9
AVEYRON,12202,RODEZ,PM10,2022,9,10.85,4.8,19.4,21
AVEYRON,12202,RODEZ,PM10,2022,10,18.1,18.1,18.1,1
AVEYRON,12202,RODEZ,PM10,2022,11,4.9,4.9,4.9,1
AVEYRON,12202,RODEZ,PM10,2022,12,11.85,6.0,17.7,2
AVEYRON,12202,RODEZ,PM10,2023,1,12.6,6.6,18.6,2
AVEYRON,12202,RODEZ,PM10,2023,2,9.4,9.4,9.4,1
AVEYRON,12202,RODEZ,PM10,2023,3,33.7,33.7,33.7,1
AVEYRON,12202,RODEZ,PM10,2023,4,8.95,8.2,9.7,2
AVEYRON,12202,RODEZ,PM10,2023,5,6.9,4.7,9.1,2
AVEYRON,12202,RODEZ,PM10,2023,6,19.2,19.2,19.2,1
AVEYRON,12202,RODEZ,PM10,2023,7,10.9,10.9,10.9,1
AVEYRON,12202,RODEZ,PM10,2023,8,7.33,6.4,7.9,3
AVEYRON,12202,RODEZ,PM10,2023,9,11.05,4.1,40.8,31
AVEYRON,12202,RODEZ,PM10,2023,10,11.62,3.4,30.3,37
AVEYRON,12202,RODEZ,PM10,2023,11,8.61,1.9,23.7,30
AVEYRON,12202,RODEZ,PM10,2023,12,10.27,1.3,24.4,31
AVEYRON,12202,RODEZ,PM10,2024,1,10.85,3.8,20.5,31
