nom_dept,code_insee_com,nom_com,polluant,annee,mois,conc_moyenne,conc_min,conc_max,nb_mesures
HAUTE-GARONNE,31344,MIRAMONT-DE-COMMINGES,H2S,2025,8,0.43,-0.7,2.0,31
HAUTE-GARONNE,31483,SAINT-GAUDENS,H2S,2025,8,0.64,-0.2,3.1,31
HAUTE-GARONNE,31344,MIRAMONT-DE-COMMINGES,H2S,2025,9,0.91,-0.7,2.7,30
HAUTE-GARONNE,31483,SAINT-GAUDENS,H2S,2025,9,0.61,-0.1,4.5,30
HAUTE-GARONNE,31344,MIRAMONT-DE-COMMINGES,H2S,2025,10,0.82,-0.1,3.4,30
HAUTE-GARONNE,31483,SAINT-GAUDENS,H2S,2025,10,0.71,-0.5,5.2,19
HAUTE-GARONNE,31344,MIRAMONT-DE-COMMINGES,H2S,2025,11,0.56,-0.4,5.1,30
HAUTE-GARONNE,31483,SAINT-GAUDENS,H2S,2025,11,0.41,-0.3,6.2,29
HAUTE-GARONNE,31344,MIRAMONT-DE-COMMINGES,H2S,2025,12,1.77,0.0,9.1,31
HAUTE-GARONNE,31483,SAINT-GAUDENS,H2S,2025,12,1.11,-0.3,5.7,31
HAUTE-GARONNE,31344,MIRAMONT-DE-COMMINGES,H2S,2026,1,0.47,-0.2,1.1,3
HAUTE-GARONNE,31483,SAINT-GAUDENS,H2S,2026,1,1.37,-0.4,3.0,3
HAUTE-GARONNE,31069,BLAGNAC,NO,2022,8,3.08,1.8,5.6,18
HAUTE-GARONNE,31555,TOULOUSE,NO,2022,8,16.96,0.4,61.3,45
HAUTE-GARONNE,31069,BLAGNAC,NO,2022,9,3.82,1.2,7.9,60
HAUTE-GARONNE,31555,TOULOUSE,NO,2022,9,20.76,0.5,79.2,148
HAUTE-GARONNE,31069,BLAGNAC,NO,2022,10,6.83,1.1,25.3,62
HAUTE-GARONNE,31555,TOULOUSE,NO,2022,10,22.27,0.5,92.7,152
HAUTE-GARONNE,31069,BLAGNAC,NO,2022,11,9.54,1.3,47.3,60
HAUTE-GARONNE,31555,TOULOUSE,NO,2022,11,29.29,0.0,123.5,150
HAUTE-GARONNE,31069,BLAGNAC,NO,2022,12,16.65,1.4,61.6,62
HAUTE-GARONNE,31555,TOULOUSE,NO,2022,12,43.72,0.8,187.9,148
HAUTE-GARONNE,31069,BLAGNAC,NO,2023,1,10.1,1.4,55.3,62
HAUTE-GARONNE,31555,TOULOUSE,NO,2023,1,34.48,0.7,137.6,143
HAUTE-GARONNE,31069,BLAGNAC,NO,2023,2,9.71,1.4,30.5,56
HAUTE-GARONNE,31555,TOULOUSE,NO,2023,2,37.35,0.6,150.9,140
HAUTE-GARONNE,31069,BLAGNAC,NO,2023,3,6.34,1.1,22.5,61
HAUTE-GARONNE,31555,TOULOUSE,NO,2023,3,22.85,0.5,86.7,148
HAUTE-GARONNE,31069,BLAGNAC,NO,2023,4,4.17,1.0,14.2,60
HAUTE-GARONNE,31555,TOULOUSE,NO,2023,4,18.74,0.4,77.9,150
HAUTE-GARONNE,31069,BLAGNAC,NO,2023,5,2.91,1.0,6.2,59
HAUTE-GARONNE,31555,TOULOUSE,NO,2023,5,13.34,0.4,59.2,167
HAUTE-GARONNE,31069,BLAGNAC,NO,2023,6,2.89,1.2,7.4,60
HAUTE-GARONNE,31555,TOULOUSE,NO,2023,6,12.29,0.3,55.3,179
HAUTE-GARONNE,31069,BLAGNAC,NO,2023,7,3.07,1.0,6.5,62
HAUTE-GARONNE,31555,TOULOUSE,NO,2023,7,11.3,0.2,56.2,181
HAUTE-GARONNE,31069,BLAGNAC,NO,2023,8,2.67,1.2,7.1,58
HAUTE-GARONNE,31555,TOULOUSE,NO,2023,8,9.06,0.3,46.4,155
HAUTE-GARONNE,31069,BLAGNAC,NO,2023,9,3.71,1.0,10.9,67
HAUTE-GARONNE,31555,TOULOUSE,NO,2023,9,12.58,0.4,78.0,204
HAUTE-GARONNE,31069,BLAGNAC,NO,2023,10,6.05,1.3,22.1,62
HAUTE-GARONNE,31555,TOULOUSE,NO,2023,10,22.26,0.5,99.0,195
HAUTE-GARONNE,31069,BLAGNAC,NO,2023,11,10.88,2.2,61.7,56
HAUTE-GARONNE,31555,TOULOUSE,NO,2023,11,33.36,0.6,138.4,180
HAUTE-GARONNE,31069,BLAGNAC,NO,2023,12,13.79,2.0,72.4,62
HAUTE-GARONNE,31555,TOULOUSE,NO,2023,12,32.31,0.7,184.0,184
HAUTE-GARONNE,31069,BLAGNAC,NO,2024,1,12.82,1.3,35.1,62
HAUTE-GARONNE,31555,TOULOUSE,NO,2024,1,34.45,0.7,109.6,164
HAUTE-GARONNE,31069,BLAGNAC,NO,2024,2,8.87,1.3,33.1,69
HAUTE-GARONNE,31555,TOULOUSE,NO,2024,2,23.1,0.7,92.0,167
HAUTE-GARONNE,31069,BLAGNAC,NO,2024,3,5.04,1.3,24.6,62
HAUTE-GARONNE,31555,TOULOUSE,NO,2024,3,19.84,0.6,82.8,154
HAUTE-GARONNE,31069,BLAGNAC,NO,2024,4,3.62,0.9,9.5,60
HAUTE-GARONNE,31555,TOULOUSE,NO,2024,4,16.22,0.6,67.8,150
HAUTE-GARONNE,31069,BLAGNAC,NO,2024,5,3.38,1.3,9.5,62
HAUTE-GARONNE,31555,TOULOUSE,NO,2024,5,14.45,0.7,58.1,155
HAUTE-GARONNE,31069,BLAGNAC,NO,2024,6,2.94,1.2,5.6,55
HAUTE-GARONNE,31555,TOULOUSE,NO,2024,6,13.39,0.7,44.3,149
HAUTE-GARONNE,31069,BLAGNAC,NO,2024,7,3.05,0.9,6.6,63
HAUTE-GARONNE,31555,TOULOUSE,NO,2024,7,14.17,0.1,50.9,156
HAUTE-GARONNE,31069,BLAGNAC,NO,2024,8,2.6,0.7,5.7,62
HAUTE-GARONNE,31555,TOULOUSE,NO,2024,8,12.48,0.0,51.0,155
HAUTE-GARONNE,31069,BLAGNAC,NO,2024,9,3.57,0.6,10.8,60
HAUTE-GARONNE,31555,TOULOUSE,NO,2024,9,17.45,0.1,67.2,148
HAUTE-GARONNE,31069,BLAGNAC,NO,2024,10,5.59,0.7,24.2,62
HAUTE-GARONNE,31555,TOULOUSE,NO,2024,10,21.06,0.1,77.3,154
HAUTE-GARONNE,31069,BLAGNAC,NO,2024,11,12.25,0.8,67.9,57
HAUTE-GARONNE,31555,TOULOUSE,NO,2024,11,33.96,0.2,164.7,133
HAUTE-GARONNE,31069,BLAGNAC,NO,2024,12,10.9,1.0,45.3,62
HAUTE-GARONNE,31555,TOULOUSE,NO,2024,12,32.99,0.3,143.1,177
HAUTE-GARONNE,31069,BLAGNAC,NO,2025,1,10.77,0.4,50.5,62
HAUTE-GARONNE,31555,TOULOUSE,NO,2025,1,35.04,-0.1,132.0,261
HAUTE-GARONNE,31069,BLAGNAC,NO,2025,2,8.03,0.7,30.0,56
HAUTE-GARONNE,31555,TOULOUSE,NO,2025,2,32.6,0.3,120.4,266
HAUTE-GARONNE,31069,BLAGNAC,NO,2025,3,2.96,0.3,12.5,62
HAUTE-GARONNE,31555,TOULOUSE,NO,2025,3,15.4,-0.1,69.0,262
HAUTE-GARONNE,31069,BLAGNAC,NO,2025,4,2.42,0.5,8.7,60
HAUTE-GARONNE,31555,TOULOUSE,NO,2025,4,13.3,0.3,68.6,221
HAUTE-GARONNE,31069,BLAGNAC,NO,2025,5,2.2,0.4,5.0,62
HAUTE-GARONNE,31555,TOULOUSE,NO,2025,5,11.37,0.0,56.4,217
HAUTE-GARONNE,31069,BLAGNAC,NO,2025,6,2.67,0.0,7.5,59
HAUTE-GARONNE,31555,TOULOUSE,NO,2025,6,12.98,0.2,48.7,204
HAUTE-GARONNE,31069,BLAGNAC,NO,2025,7,2.01,0.1,6.3,62
HAUTE-GARONNE,31555,TOULOUSE,NO,2025,7,11.26,0.1,48.7,238
HAUTE-GARONNE,31069,BLAGNAC,NO,2025,8,1.86,0.2,5.0,62
HAUTE-GARONNE,31555,TOULOUSE,NO,2025,8,10.69,0.1,41.4,295
HAUTE-GARONNE,31069,BLAGNAC,NO,2025,9,3.58,-0.1,19.3,60
HAUTE-GARONNE,31555,TOULOUSE,NO,2025,9,16.74,-0.1,74.2,244
HAUTE-GARONNE,31069,BLAGNAC,NO,2025,10,7.6,-0.1,26.0,59
HAUTE-GARONNE,31555,TOULOUSE,NO,2025,10,24.2,0.2,93.2,223
HAUTE-GARONNE,31069,BLAGNAC,NO,2025,11,8.11,-0.3,40.9,56
HAUTE-GARONNE,31555,TOULOUSE,NO,2025,11,23.61,0.2,111.2,210
HAUTE-GARONNE,31069,BLAGNAC,NO,2025,12,10.11,0.3,29.1,62
HAUTE-GARONNE,31555,TOULOUSE,NO,2025,12,26.93,0.4,115.6,216
HAUTE-GARONNE,31069,BLAGNAC,NO,2026,1,4.83,1.8,9.1,6
HAUTE-GARONNE,31555,TOULOUSE,NO,2026,1,19.36,1.1,77.0,21
HAUTE-GARONNE,31069,BLAGNAC,NO2,2022,8,10.93,5.5,17.8,18
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2022,8,5.27,3.1,8.3,9
HAUTE-GARONNE,31555,TOULOUSE,NO2,2022,8,30.3,5.2,70.4,45
HAUTE-GARONNE,31069,BLAGNAC,NO2,2022,9,11.39,3.0,30.7,114
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2022,9,4.88,1.5,11.2,39
HAUTE-GARONNE,31555,TOULOUSE,NO2,2022,9,27.07,4.1,72.5,183
HAUTE-GARONNE,31069,BLAGNAC,NO2,2022,10,14.85,2.1,35.6,236
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2022,10,4.76,1.5,10.0,60
HAUTE-GARONNE,31555,TOULOUSE,NO2,2022,10,22.6,2.5,66.1,269
HAUTE-GARONNE,31069,BLAGNAC,NO2,2022,11,17.56,3.7,39.4,234
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2022,11,6.11,2.0,14.0,59
HAUTE-GARONNE,31555,TOULOUSE,NO2,2022,11,26.63,5.6,62.9,266
HAUTE-GARONNE,31069,BLAGNAC,NO2,2022,12,22.73,5.6,42.9,239
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2022,12,9.89,2.8,31.5,61
HAUTE-GARONNE,31555,TOULOUSE,NO2,2022,12,30.49,5.3,71.7,265
HAUTE-GARONNE,31069,BLAGNAC,NO2,2023,1,17.02,4.6,41.1,236
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2023,1,6.97,1.6,24.0,59
HAUTE-GARONNE,31555,TOULOUSE,NO2,2023,1,30.36,4.4,69.0,231
HAUTE-GARONNE,31069,BLAGNAC,NO2,2023,2,21.96,5.3,48.9,215
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2023,2,8.03,2.6,17.7,54
HAUTE-GARONNE,31555,TOULOUSE,NO2,2023,2,34.86,5.6,87.4,248
HAUTE-GARONNE,31069,BLAGNAC,NO2,2023,3,16.7,2.1,40.3,235
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2023,3,4.92,1.0,12.5,60
HAUTE-GARONNE,31555,TOULOUSE,NO2,2023,3,27.08,3.5,74.7,254
HAUTE-GARONNE,31069,BLAGNAC,NO2,2023,4,12.46,3.1,30.7,231
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2023,4,4.16,0.9,9.5,59
HAUTE-GARONNE,31555,TOULOUSE,NO2,2023,4,23.58,2.8,73.8,266
HAUTE-GARONNE,31069,BLAGNAC,NO2,2023,5,8.94,3.5,20.0,227
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2023,5,3.17,1.2,6.0,61
HAUTE-GARONNE,31555,TOULOUSE,NO2,2023,5,18.79,3.6,60.6,320
HAUTE-GARONNE,31069,BLAGNAC,NO2,2023,6,10.94,3.0,28.3,234
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2023,6,4.24,2.0,10.7,58
HAUTE-GARONNE,31555,TOULOUSE,NO2,2023,6,18.81,3.3,68.9,381
HAUTE-GARONNE,31069,BLAGNAC,NO2,2023,7,7.9,3.4,14.1,242
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2023,7,3.73,1.5,5.7,61
HAUTE-GARONNE,31555,TOULOUSE,NO2,2023,7,15.03,2.6,58.2,394
HAUTE-GARONNE,31069,BLAGNAC,NO2,2023,8,8.62,3.1,30.3,239
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2023,8,3.42,1.2,8.4,43
HAUTE-GARONNE,31555,TOULOUSE,NO2,2023,8,16.14,2.5,67.0,341
HAUTE-GARONNE,31069,BLAGNAC,NO2,2023,9,13.86,4.4,33.5,64
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2023,9,4.17,1.9,8.6,33
HAUTE-GARONNE,31555,TOULOUSE,NO2,2023,9,21.71,2.7,73.6,204
HAUTE-GARONNE,31069,BLAGNAC,NO2,2023,10,21.65,5.1,45.4,62
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2023,10,6.81,1.9,14.7,34
HAUTE-GARONNE,31555,TOULOUSE,NO2,2023,10,30.39,3.6,89.4,188
HAUTE-GARONNE,31069,BLAGNAC,NO2,2023,11,17.99,6.6,41.1,56
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2023,11,7.23,1.7,17.9,30
HAUTE-GARONNE,31555,TOULOUSE,NO2,2023,11,25.79,5.1,73.1,180
HAUTE-GARONNE,31069,BLAGNAC,NO2,2023,12,18.9,4.8,41.1,62
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2023,12,7.88,1.7,24.9,31
HAUTE-GARONNE,31555,TOULOUSE,NO2,2023,12,28.32,5.7,75.3,184
HAUTE-GARONNE,31069,BLAGNAC,NO2,2024,1,22.6,4.4,38.1,62
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2024,1,8.81,1.8,19.5,31
HAUTE-GARONNE,31555,TOULOUSE,NO2,2024,1,31.69,4.4,68.9,164
HAUTE-GARONNE,31069,BLAGNAC,NO2,2024,2,17.17,6.3,39.6,67
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2024,2,6.32,0.9,13.5,33
HAUTE-GARONNE,31555,TOULOUSE,NO2,2024,2,26.51,5.0,58.9,160
HAUTE-GARONNE,31069,BLAGNAC,NO2,2024,3,15.09,3.7,34.0,59
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2024,3,4.65,1.1,9.6,31
HAUTE-GARONNE,31555,TOULOUSE,NO2,2024,3,24.94,3.7,58.5,156
HAUTE-GARONNE,31069,BLAGNAC,NO2,2024,4,10.6,3.1,27.0,60
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2024,4,3.52,1.3,9.2,30
HAUTE-GARONNE,31555,TOULOUSE,NO2,2024,4,23.24,3.0,63.8,150
HAUTE-GARONNE,31069,BLAGNAC,NO2,2024,5,8.94,4.2,22.8,62
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2024,5,2.98,1.4,6.4,31
HAUTE-GARONNE,31555,TOULOUSE,NO2,2024,5,21.27,3.7,52.3,155
HAUTE-GARONNE,31069,BLAGNAC,NO2,2024,6,8.71,3.7,19.9,57
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2024,6,2.96,1.6,4.9,30
HAUTE-GARONNE,31555,TOULOUSE,NO2,2024,6,21.26,3.4,56.5,148
HAUTE-GARONNE,31069,BLAGNAC,NO2,2024,7,8.93,3.1,18.3,63
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2024,7,3.76,1.1,6.5,31
HAUTE-GARONNE,31555,TOULOUSE,NO2,2024,7,22.17,2.3,63.5,152
HAUTE-GARONNE,31069,BLAGNAC,NO2,2024,8,8.29,2.8,19.1,62
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2024,8,3.43,1.6,7.0,31
HAUTE-GARONNE,31555,TOULOUSE,NO2,2024,8,22.2,2.9,61.5,161
HAUTE-GARONNE,31069,BLAGNAC,NO2,2024,9,11.09,3.1,24.4,60
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2024,9,4.03,1.5,6.8,30
HAUTE-GARONNE,31555,TOULOUSE,NO2,2024,9,23.96,3.6,57.2,154
HAUTE-GARONNE,31069,BLAGNAC,NO2,2024,10,13.08,3.5,26.7,62
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2024,10,4.38,1.9,9.3,31
HAUTE-GARONNE,31555,TOULOUSE,NO2,2024,10,22.39,3.8,49.5,153
HAUTE-GARONNE,31069,BLAGNAC,NO2,2024,11,18.57,3.8,38.9,55
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2024,11,6.4,2.1,18.8,30
HAUTE-GARONNE,31555,TOULOUSE,NO2,2024,11,26.12,3.8,53.3,136
HAUTE-GARONNE,31069,BLAGNAC,NO2,2024,12,17.54,3.4,36.1,62
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2024,12,7.42,0.8,17.1,31
HAUTE-GARONNE,31555,TOULOUSE,NO2,2024,12,28.3,3.1,55.2,177
HAUTE-GARONNE,31069,BLAGNAC,NO2,2025,1,20.12,5.0,42.2,62
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2025,1,8.31,2.1,27.7,31
HAUTE-GARONNE,31555,TOULOUSE,NO2,2025,1,29.29,4.2,59.4,204
HAUTE-GARONNE,31069,BLAGNAC,NO2,2025,2,18.9,5.2,36.1,56
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2025,2,6.5,1.6,20.1,28
HAUTE-GARONNE,31555,TOULOUSE,NO2,2025,2,29.57,5.1,64.3,196
HAUTE-GARONNE,31069,BLAGNAC,NO2,2025,3,10.57,2.1,29.4,62
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2025,3,3.7,1.2,8.4,31
HAUTE-GARONNE,31555,TOULOUSE,NO2,2025,3,20.85,2.3,58.8,209
HAUTE-GARONNE,31069,BLAGNAC,NO2,2025,4,8.99,3.5,18.2,60
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2025,4,2.94,1.4,6.2,30
HAUTE-GARONNE,31555,TOULOUSE,NO2,2025,4,18.64,2.7,53.1,210
HAUTE-GARONNE,31069,BLAGNAC,NO2,2025,5,7.79,2.0,16.2,62
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2025,5,3.2,1.2,8.6,29
HAUTE-GARONNE,31555,TOULOUSE,NO2,2025,5,19.36,1.6,53.2,217
HAUTE-GARONNE,31069,BLAGNAC,NO2,2025,6,12.04,4.4,25.9,59
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2025,6,5.17,3.0,8.7,30
HAUTE-GARONNE,31555,TOULOUSE,NO2,2025,6,25.93,3.8,70.5,204
HAUTE-GARONNE,31069,BLAGNAC,NO2,2025,7,8.78,2.8,23.8,62
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2025,7,6.17,4.3,10.2,31
HAUTE-GARONNE,31555,TOULOUSE,NO2,2025,7,21.46,1.8,67.1,216
HAUTE-GARONNE,31069,BLAGNAC,NO2,2025,8,11.46,5.0,30.0,62
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2025,8,5.53,2.0,9.5,31
HAUTE-GARONNE,31555,TOULOUSE,NO2,2025,8,23.32,3.7,74.2,217
HAUTE-GARONNE,31069,BLAGNAC,NO2,2025,9,11.37,2.9,32.7,60
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2025,9,4.18,1.3,10.0,30
HAUTE-GARONNE,31555,TOULOUSE,NO2,2025,9,20.92,2.2,58.3,210
HAUTE-GARONNE,31069,BLAGNAC,NO2,2025,10,18.38,4.7,38.7,59
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2025,10,5.67,1.3,12.1,29
HAUTE-GARONNE,31555,TOULOUSE,NO2,2025,10,27.13,4.0,62.0,213
HAUTE-GARONNE,31069,BLAGNAC,NO2,2025,11,15.85,3.6,35.4,56
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2025,11,6.78,1.5,26.8,30
HAUTE-GARONNE,31555,TOULOUSE,NO2,2025,11,25.07,2.1,58.3,210
HAUTE-GARONNE,31069,BLAGNAC,NO2,2025,12,19.96,7.2,31.0,62
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2025,12,8.5,3.2,15.2,31
HAUTE-GARONNE,31555,TOULOUSE,NO2,2025,12,27.62,5.3,59.6,216
HAUTE-GARONNE,31069,BLAGNAC,NO2,2026,1,14.38,9.9,17.7,6
HAUTE-GARONNE,31381,MONTGISCARD,NO2,2026,1,12.07,6.6,15.5,3
HAUTE-GARONNE,31555,TOULOUSE,NO2,2026,1,22.07,10.7,48.6,21
HAUTE-GARONNE,31069,BLAGNAC,NOX,2022,8,15.58,8.2,23.3,18
HAUTE-GARONNE,31555,TOULOUSE,NOX,2022,8,56.13,6.0,153.5,45
HAUTE-GARONNE,31069,BLAGNAC,NOX,2022,9,17.32,4.9,42.8,96
HAUTE-GARONNE,31555,TOULOUSE,NOX,2022,9,57.6,4.9,189.2,202
HAUTE-GARONNE,31069,BLAGNAC,NOX,2022,10,25.73,3.7,74.4,182
HAUTE-GARONNE,31555,TOULOUSE,NOX,2022,10,53.04,3.2,206.7,328
HAUTE-GARONNE,31069,BLAGNAC,NOX,2022,11,31.97,6.9,110.8,178
HAUTE-GARONNE,31555,TOULOUSE,NOX,2022,11,65.8,5.7,243.6,322
HAUTE-GARONNE,31069,BLAGNAC,NOX,2022,12,49.11,7.7,137.3,180
HAUTE-GARONNE,31555,TOULOUSE,NOX,2022,12,90.95,7.4,357.3,314
HAUTE-GARONNE,31069,BLAGNAC,NOX,2023,1,32.88,6.7,125.9,172
HAUTE-GARONNE,31555,TOULOUSE,NOX,2023,1,82.18,6.1,271.9,292
HAUTE-GARONNE,31069,BLAGNAC,NOX,2023,2,36.98,9.1,95.6,164
HAUTE-GARONNE,31555,TOULOUSE,NOX,2023,2,88.3,6.7,317.5,302
HAUTE-GARONNE,31069,BLAGNAC,NOX,2023,3,26.66,4.7,74.7,177
HAUTE-GARONNE,31555,TOULOUSE,NOX,2023,3,60.03,4.3,202.4,337
HAUTE-GARONNE,31069,BLAGNAC,NOX,2023,4,19.19,5.0,47.7,174
HAUTE-GARONNE,31555,TOULOUSE,NOX,2023,4,53.5,3.5,188.7,351
HAUTE-GARONNE,31069,BLAGNAC,NOX,2023,5,13.26,6.0,27.5,171
HAUTE-GARONNE,31555,TOULOUSE,NOX,2023,5,40.78,4.5,149.6,391
HAUTE-GARONNE,31069,BLAGNAC,NOX,2023,6,15.24,4.8,39.7,174
HAUTE-GARONNE,31555,TOULOUSE,NOX,2023,6,38.49,3.8,143.6,440
HAUTE-GARONNE,31069,BLAGNAC,NOX,2023,7,12.66,6.0,23.2,182
HAUTE-GARONNE,31555,TOULOUSE,NOX,2023,7,34.14,3.0,139.6,442
HAUTE-GARONNE,31069,BLAGNAC,NOX,2023,8,12.89,5.2,41.1,146
HAUTE-GARONNE,31555,TOULOUSE,NOX,2023,8,31.61,3.0,132.1,322
HAUTE-GARONNE,31069,BLAGNAC,NOX,2023,9,19.84,6.2,44.2,71
HAUTE-GARONNE,31555,TOULOUSE,NOX,2023,9,43.88,3.6,192.3,222
HAUTE-GARONNE,31069,BLAGNAC,NOX,2023,10,30.82,7.8,79.2,58
HAUTE-GARONNE,31555,TOULOUSE,NOX,2023,10,63.25,4.4,239.7,217
HAUTE-GARONNE,31069,BLAGNAC,NOX,2023,11,34.64,10.7,135.7,56
HAUTE-GARONNE,31555,TOULOUSE,NOX,2023,11,76.8,6.0,244.8,180
HAUTE-GARONNE,31069,BLAGNAC,NOX,2023,12,40.02,8.2,146.9,62
HAUTE-GARONNE,31555,TOULOUSE,NOX,2023,12,77.63,6.8,343.2,184
HAUTE-GARONNE,31069,BLAGNAC,NOX,2024,1,42.24,7.5,90.6,62
HAUTE-GARONNE,31555,TOULOUSE,NOX,2024,1,84.13,5.6,220.5,164
HAUTE-GARONNE,31069,BLAGNAC,NOX,2024,2,27.5,9.4,90.4,63
HAUTE-GARONNE,31555,TOULOUSE,NOX,2024,2,61.74,6.1,198.3,166
HAUTE-GARONNE,31069,BLAGNAC,NOX,2024,3,22.53,5.7,71.6,61
HAUTE-GARONNE,31555,TOULOUSE,NOX,2024,3,55.4,4.5,170.3,158
HAUTE-GARONNE,31069,BLAGNAC,NOX,2024,4,16.12,5.3,41.5,60
HAUTE-GARONNE,31555,TOULOUSE,NOX,2024,4,47.97,3.9,164.3,150
HAUTE-GARONNE,31069,BLAGNAC,NOX,2024,5,14.1,6.5,35.2,62
HAUTE-GARONNE,31555,TOULOUSE,NOX,2024,5,43.29,5.1,140.6,155
HAUTE-GARONNE,31069,BLAGNAC,NOX,2024,6,13.12,6.0,28.0,57
HAUTE-GARONNE,31555,TOULOUSE,NOX,2024,6,41.82,4.6,115.8,146
HAUTE-GARONNE,31069,BLAGNAC,NOX,2024,7,13.35,5.4,25.8,66
HAUTE-GARONNE,31555,TOULOUSE,NOX,2024,7,43.49,2.4,131.4,163
HAUTE-GARONNE,31069,BLAGNAC,NOX,2024,8,12.24,3.9,26.6,62
HAUTE-GARONNE,31555,TOULOUSE,NOX,2024,8,40.89,2.9,133.6,155
HAUTE-GARONNE,31069,BLAGNAC,NOX,2024,9,16.52,4.0,41.0,60
HAUTE-GARONNE,31555,TOULOUSE,NOX,2024,9,50.66,3.7,156.7,148
HAUTE-GARONNE,31069,BLAGNAC,NOX,2024,10,21.63,4.7,57.6,62
HAUTE-GARONNE,31555,TOULOUSE,NOX,2024,10,53.93,4.2,149.6,152
HAUTE-GARONNE,31069,BLAGNAC,NOX,2024,11,37.63,5.0,137.2,55
HAUTE-GARONNE,31555,TOULOUSE,NOX,2024,11,79.72,4.6,300.6,134
HAUTE-GARONNE,31069,BLAGNAC,NOX,2024,12,34.22,5.8,103.4,62
HAUTE-GARONNE,31555,TOULOUSE,NOX,2024,12,78.54,3.5,273.1,177
HAUTE-GARONNE,31069,BLAGNAC,NOX,2025,1,36.58,6.1,118.9,62
HAUTE-GARONNE,31555,TOULOUSE,NOX,2025,1,77.55,4.1,257.2,204
HAUTE-GARONNE,31069,BLAGNAC,NOX,2025,2,31.2,6.2,82.0,56
HAUTE-GARONNE,31555,TOULOUSE,NOX,2025,2,69.87,5.9,240.8,196
HAUTE-GARONNE,31069,BLAGNAC,NOX,2025,3,15.08,2.6,48.5,62
HAUTE-GARONNE,31555,TOULOUSE,NOX,2025,3,41.73,2.9,163.3,209
HAUTE-GARONNE,31069,BLAGNAC,NOX,2025,4,12.66,4.3,28.9,60
HAUTE-GARONNE,31555,TOULOUSE,NOX,2025,4,37.98,4.1,154.1,210
HAUTE-GARONNE,31069,BLAGNAC,NOX,2025,5,11.11,2.5,23.7,62
HAUTE-GARONNE,31555,TOULOUSE,NOX,2025,5,36.48,2.6,137.8,217
HAUTE-GARONNE,31069,BLAGNAC,NOX,2025,6,16.11,6.0,37.4,59
HAUTE-GARONNE,31555,TOULOUSE,NOX,2025,6,45.56,4.5,132.5,204
HAUTE-GARONNE,31069,BLAGNAC,NOX,2025,7,11.83,3.3,33.2,62
HAUTE-GARONNE,31555,TOULOUSE,NOX,2025,7,38.47,2.6,134.2,216
HAUTE-GARONNE,31069,BLAGNAC,NOX,2025,8,14.3,5.9,37.6,62
HAUTE-GARONNE,31555,TOULOUSE,NOX,2025,8,38.94,4.4,130.8,217
HAUTE-GARONNE,31069,BLAGNAC,NOX,2025,9,16.85,2.7,62.2,60
HAUTE-GARONNE,31555,TOULOUSE,NOX,2025,9,45.11,3.2,171.1,210
HAUTE-GARONNE,31069,BLAGNAC,NOX,2025,10,29.99,5.6,75.3,59
HAUTE-GARONNE,31555,TOULOUSE,NOX,2025,10,62.67,4.4,201.6,213
HAUTE-GARONNE,31069,BLAGNAC,NOX,2025,11,28.16,3.2,93.7,56
